route_id,min_step_free,min_accessibility,max_gap_mm,min_lift_count,any_lift_issue,any_closure,mean_crowding_peak,route_temp,num_interchanges,zone_span,goal,pac_formula,human_label_1to5,label_good,mean_accessibility,prop_stepfree
R001,0.0,0.0,53.5,0.0,0,0,0.32425,30.1,1,0.0,punctuality,0.3847,3.0,0,1.3333333333333333,0.5
R002,0.0,0.0,42.5,0.0,0,0,0.29595238095238097,30.1,3,0.0,accessibility,0.3556,2.0,0,1.1428571428571428,0.42857142857142855
R003,0.0,0.0,125.0,0.0,0,0,0.18565740740740738,30.0,1,3.0,comfort,0.4055,4.0,1,0.5555555555555556,0.2777777777777778
R004,0.0,0.0,125.0,0.0,0,0,0.21187301587301588,30.0,1,3.0,punctuality,0.4016,4.0,1,0.6190476190476191,0.2857142857142857
R005,0.0,0.0,42.5,0.0,0,0,0.17645138888888887,30.1,2,4.0,accessibility,0.3902,4.0,1,1.0416666666666667,0.375
R006,0.0,0.0,77.2,0.0,0,0,0.1923933333333333,30.1,2,4.0,comfort,0.3878,3.0,0,1.24,0.48
R007,0.0,0.0,175.0,0.0,0,0,0.2791777777777778,30.1,2,3.0,punctuality,0.3748,3.0,0,1.0666666666666667,0.5333333333333333
R008,0.0,0.0,175.0,0.0,0,0,0.28296875,30.1,4,3.0,accessibility,0.3409,2.0,0,1.125,0.5625
R009,0.0,0.0,65.8,0.0,0,0,0.21003968253968255,30.1,3,4.0,comfort,0.3685,2.0,0,0.8095238095238095,0.3333333333333333
R010,0.0,0.0,65.8,0.0,0,0,0.19145238095238093,30.1,0,4.0,punctuality,0.4213,5.0,1,0.6190476190476191,0.23809523809523808
R011,0.0,0.0,51.7,0.0,0,0,0.26453333333333334,30.1,2,1.0,accessibility,0.377,4.5,1,1.6,0.7
R012,0.0,0.0,51.7,0.0,0,0,0.23048333333333332,30.1,3,1.0,comfort,0.3654,4.0,1,1.4,0.6
R013,0.0,0.0,126.5,0.0,0,0,0.257079365079365,30.1,4,5.0,punctuality,0.3448,3.0,0,1.7142857142857142,0.7619047619047619
R014,0.0,0.0,126.5,0.0,0,0,0.24122222222222214,30.1,1,5.0,accessibility,0.3972,5.0,1,1.6666666666666667,0.7619047619047619
R015,0.0,0.0,118.0,0.0,0,0,0.17287499999999997,30.1,3,1.0,comfort,0.3741,3.0,0,0.9,0.4
R016,0.0,0.0,42.5,0.0,0,0,0.16956666666666664,30.1,1,2.0,punctuality,0.4079,4.0,1,0.5,0.2
R017,0.0,0.0,42.5,0.0,0,0,0.33511111111111114,30.1,2,2.0,accessibility,0.3664,1.0,0,1.0,0.4444444444444444
R018,0.0,0.0,42.5,0.0,0,0,0.33980555555555547,30.1,1,2.0,comfort,0.3824,3.0,0,1.1666666666666667,0.5
R019,0.0,0.0,42.5,0.0,0,0,0.27723809523809523,30.1,2,0.0,punctuality,0.3751,2.0,0,1.7142857142857142,0.5714285714285714
R020,0.0,0.0,42.5,0.0,0,0,0.26745238095238094,30.1,2,0.0,accessibility,0.3765,4.0,1,1.2857142857142858,0.42857142857142855
R021,0.0,0.0,77.2,0.0,0,0,0.31487500000000007,30.1,5,1.0,comfort,0.3194,1.0,0,1.5,0.5833333333333334
R022,0.0,0.0,77.2,0.0,0,0,0.30875,30.0,2,1.0,punctuality,0.3704,3.0,0,1.5,0.5833333333333334
R023,0.0,0.0,118.0,0.0,0,0,0.22345138888888885,30.1,3,2.0,accessibility,0.3665,1.0,0,1.25,0.5833333333333334
R024,0.0,0.0,118.0,0.0,0,0,0.20936538461538462,30.1,4,2.0,comfort,0.3519,3.0,0,1.1538461538461537,0.5384615384615384
R025,0.0,0.0,77.2,0.0,0,0,0.3220208333333333,30.1,3,3.0,punctuality,0.3517,4.0,1,1.6875,0.6875
R026,0.0,0.0,77.2,0.0,0,0,0.32306862745098036,30.1,5,3.0,accessibility,0.3182,1.0,0,1.7058823529411764,0.7058823529411765
R027,0.0,0.0,126.5,0.0,0,0,0.27088333333333325,30.0,0,4.0,comfort,0.4094,3.0,0,1.8,0.7
R028,0.0,0.0,126.5,0.0,0,0,0.2735757575757575,30.0,0,4.0,punctuality,0.409,5.0,1,1.6363636363636365,0.6363636363636364
R029,0.0,0.0,51.7,0.0,0,0,0.2650952380952381,30.1,2,0.0,accessibility,0.3769,3.0,0,1.2857142857142858,0.5714285714285714
R030,0.0,0.0,42.5,0.0,0,0,0.22292857142857142,30.1,1,0.0,comfort,0.3999,4.0,1,0.8571428571428571,0.2857142857142857
R031,0.0,0.0,76.8,0.0,0,0,0.2834078947368421,30.1,5,2.0,punctuality,0.3242,1.0,0,1.631578947368421,0.6842105263157895
R032,0.0,0.0,76.8,0.0,0,0,0.2497324561403509,30.1,5,2.0,accessibility,0.3292,1.5,0,1.6842105263157894,0.7368421052631579
R033,0.0,0.0,118.0,0.0,0,0,0.19195588235294117,30.0,3,2.0,comfort,0.3712,3.0,0,1.1176470588235294,0.47058823529411764
R034,0.0,0.0,118.0,0.0,0,0,0.18353240740740737,30.0,5,2.0,punctuality,0.3391,1.0,0,1.0555555555555556,0.4444444444444444
R035,0.0,0.0,126.5,0.0,0,0,0.20866666666666664,30.1,2,3.0,accessibility,0.3854,3.0,0,1.2142857142857142,0.5714285714285714
R036,0.0,0.0,126.5,0.0,0,0,0.21478888888888886,30.1,2,3.0,comfort,0.3844,3.0,0,1.1333333333333333,0.5333333333333333
R037,0.0,0.0,126.5,0.0,0,0,0.21335416666666665,30.0,1,5.0,punctuality,0.4013,5.0,1,0.9375,0.4375
R038,0.0,0.0,126.5,0.0,0,0,0.21848039215686274,30.0,1,5.0,accessibility,0.4006,2.0,0,0.8823529411764706,0.4117647058823529
R039,0.0,0.0,76.8,0.0,0,0,0.2711607142857143,30.1,4,1.0,comfort,0.3427,3.0,0,1.7142857142857142,0.7142857142857143
R040,0.0,0.0,76.8,0.0,0,0,0.24683928571428568,30.1,5,1.0,punctuality,0.3296,1.0,0,1.5714285714285714,0.6428571428571429
R041,0.0,0.0,42.5,0.0,0,0,0.203469696969697,30.1,1,1.0,accessibility,0.4028,4.0,1,0.6363636363636364,0.2727272727272727
R042,0.0,0.0,42.5,0.0,0,0,0.19009722222222225,30.1,2,1.0,comfort,0.3882,4.0,1,0.5833333333333334,0.25
R043,0.0,0.0,126.5,0.0,0,0,0.14471428571428566,27.1,2,2.0,punctuality,0.395,2.0,0,0.9285714285714286,0.42857142857142855
R044,0.0,0.0,118.0,0.0,0,0,0.17127631578947367,30.1,4,4.0,accessibility,0.3576,2.0,0,1.1578947368421053,0.5263157894736842
R045,0.0,0.0,122.0,0.0,0,0,0.17137878787878782,27.1,1,2.0,comfort,0.4076,5.0,1,0.9090909090909091,0.45454545454545453
R046,0.0,0.0,126.5,0.0,0,0,0.17822222222222217,27.1,2,1.0,punctuality,0.3899,2.0,0,1.1111111111111112,0.4444444444444444
R047,0.0,0.0,42.5,0.0,0,0,0.24141666666666667,30.0,0,1.0,accessibility,0.4138,5.0,1,1.5,0.5
R048,0.0,0.0,42.5,0.0,0,0,0.2417333333333333,30.0,0,1.0,comfort,0.4137,3.0,0,1.2,0.4
R049,0.0,0.0,118.0,0.0,0,0,0.2344404761904762,30.1,3,3.0,punctuality,0.3648,3.0,0,1.3333333333333333,0.5714285714285714
R050,0.0,0.0,118.0,0.0,0,0,0.21822619047619052,30.1,4,3.0,accessibility,0.3506,2.0,0,1.2380952380952381,0.5238095238095238
R051,0.0,0.0,91.8,0.0,0,0,0.16009313725490196,30.1,5,4.0,comfort,0.3427,2.0,0,1.2352941176470589,0.5882352941176471
R052,0.0,0.0,91.8,0.0,0,0,0.16669907407407403,30.1,5,4.0,punctuality,0.3417,2.0,0,1.1666666666666667,0.5555555555555556
R053,0.0,0.0,118.0,0.0,0,0,0.1773611111111111,30.0,3,3.0,accessibility,0.3734,3.0,0,1.0476190476190477,0.42857142857142855
R054,0.0,0.0,118.0,0.0,0,0,0.17113257575757573,30.0,5,3.0,comfort,0.341,1.0,0,1.0,0.4090909090909091
R055,0.0,0.0,77.2,0.0,0,0,0.31565333333333334,30.1,6,5.0,punctuality,0.3027,1.0,0,1.48,0.6
R056,0.0,0.0,77.2,0.0,0,0,0.3136025641025641,30.1,5,5.0,accessibility,0.3196,1.0,0,1.4230769230769231,0.5769230769230769
R057,0.0,0.0,42.5,0.0,0,0,0.2775740740740741,30.1,3,0.0,comfort,0.3584,1.0,0,1.4444444444444444,0.5555555555555556
R058,0.0,0.0,42.5,0.0,0,0,0.23420370370370375,30.1,0,0.0,punctuality,0.4149,5.0,1,1.0,0.3333333333333333
R059,0.0,0.0,91.8,0.0,0,0,0.3188333333333333,30.1,3,3.0,accessibility,0.3522,2.0,0,1.6666666666666667,0.6666666666666666
R060,0.0,0.0,91.8,0.0,0,0,0.3135104166666666,30.1,5,3.0,comfort,0.3196,3.0,0,1.5625,0.625
R061,0.0,0.0,118.0,0.0,0,0,0.2365032051282051,30.1,2,4.0,punctuality,0.3812,4.0,1,1.1923076923076923,0.5
R062,0.0,0.0,118.0,0.0,0,0,0.24199038461538455,30.1,3,4.0,accessibility,0.3637,2.0,0,1.2307692307692308,0.5
R063,0.0,0.0,42.5,0.0,0,0,0.31038095238095237,30.1,2,3.0,comfort,0.3701,3.0,0,1.0714285714285714,0.5
R064,0.0,0.0,42.5,0.0,0,0,0.3123444444444444,30.1,4,3.0,punctuality,0.3365,1.0,0,1.1333333333333333,0.5333333333333333
R065,0.0,0.0,42.5,0.0,0,0,0.2513125,25.9,1,4.0,accessibility,0.3956,4.0,1,1.125,0.5
R066,0.0,0.0,42.5,0.0,0,0,0.31475833333333336,30.1,4,5.0,comfort,0.3361,2.0,0,1.4,0.55
R067,0.0,0.0,125.0,0.0,0,0,0.22080701754385965,30.1,4,3.0,punctuality,0.3502,3.0,0,1.0,0.42105263157894735
R068,0.0,0.0,125.0,0.0,0,0,0.21693859649122804,30.0,2,3.0,accessibility,0.3841,3.0,0,1.0,0.42105263157894735
R069,0.0,0.0,91.8,0.0,0,0,0.27574074074074073,30.0,2,2.0,comfort,0.3753,4.0,1,1.6666666666666667,0.6666666666666666
R070,0.0,0.0,91.8,0.0,0,0,0.2792121212121212,30.0,3,2.0,punctuality,0.3581,1.0,0,1.3636363636363635,0.5454545454545454
R071,0.0,0.0,118.0,0.0,0,0,0.26229166666666665,30.1,3,2.0,accessibility,0.3607,2.0,0,1.3636363636363635,0.5909090909090909
R072,0.0,0.0,118.0,0.0,0,0,0.24681439393939392,30.1,4,2.0,comfort,0.3463,2.0,0,1.2727272727272727,0.5454545454545454
R073,0.0,0.0,91.8,0.0,0,0,0.24416666666666664,30.1,2,3.0,punctuality,0.38,4.0,1,2.2857142857142856,0.8571428571428571
R074,0.0,0.0,91.8,0.0,0,0,0.23183333333333334,30.1,2,3.0,accessibility,0.3819,2.0,0,1.8571428571428572,0.7142857142857143
R075,0.0,0.0,220.0,0.0,0,0,0.26029761904761906,30.1,3,5.0,comfort,0.361,3.0,0,1.4285714285714286,0.6428571428571429
R076,0.0,0.0,220.0,0.0,0,0,0.2657298850574713,30.1,1,5.0,punctuality,0.3935,4.0,1,1.3793103448275863,0.6206896551724138
R077,0.0,0.0,118.0,0.0,0,0,0.17753205128205127,30.1,1,3.0,accessibility,0.4067,2.0,0,0.9230769230769231,0.38461538461538464
R078,0.0,0.0,118.0,0.0,0,0,0.16792261904761904,30.1,1,3.0,comfort,0.4081,3.0,0,0.8571428571428571,0.35714285714285715
R079,0.0,0.0,125.0,0.0,0,0,0.2826666666666667,30.1,5,3.0,punctuality,0.3243,1.0,0,1.4,0.6
R080,0.0,0.0,125.0,0.0,0,0,0.2660166666666667,30.1,2,3.0,accessibility,0.3768,5.0,1,1.35,0.6
R081,0.0,0.0,42.5,0.0,0,0,0.36158333333333337,30.1,2,1.0,comfort,0.3624,4.0,1,1.0,0.5
R082,0.0,0.0,42.5,0.0,0,0,0.35828571428571426,30.1,1,1.0,punctuality,0.3796,3.0,0,1.2857142857142858,0.5714285714285714
R083,0.0,0.0,118.0,0.0,0,0,0.16962037037037037,27.1,1,3.0,accessibility,0.4079,2.0,0,0.8888888888888888,0.3333333333333333
R084,0.0,0.0,118.0,0.0,0,0,0.15669166666666665,27.1,3,3.0,comfort,0.3765,5.0,1,0.8,0.3
R085,0.0,0.0,189.0,0.0,0,0,0.20059027777777774,30.0,2,6.0,punctuality,0.3866,3.0,0,0.875,0.4166666666666667
R086,0.0,0.0,189.0,0.0,0,0,0.2045866666666666,30.0,2,6.0,accessibility,0.386,2.0,0,0.84,0.4
R087,0.0,0.0,51.7,0.0,0,0,0.3447142857142857,30.1,5,1.0,comfort,0.315,4.0,1,1.6428571428571428,0.7142857142857143
R088,0.0,0.0,51.7,0.0,0,0,0.32039285714285715,30.1,4,1.0,punctuality,0.3353,2.0,0,1.5,0.6428571428571429
R089,0.0,0.0,95.0,0.0,0,0,0.27411458333333333,30.1,4,1.0,accessibility,0.3422,2.0,0,1.3125,0.5
R090,0.0,0.0,95.0,0.0,0,0,0.2695208333333333,30.0,1,1.0,comfort,0.3929,3.0,0,1.3125,0.5
R091,0.0,0.0,118.0,0.0,0,0,0.20186979166666666,30.1,2,2.0,punctuality,0.3864,3.0,0,0.9375,0.4375
R092,0.0,0.0,77.2,0.0,0,0,0.16091176470588237,30.1,2,2.0,accessibility,0.3925,3.0,0,0.7058823529411765,0.35294117647058826
R093,0.0,0.0,213.0,0.0,0,0,0.24933653846153844,30.1,4,3.0,comfort,0.3459,2.0,0,1.2307692307692308,0.5769230769230769
R094,0.0,0.0,213.0,0.0,0,0,0.2362403846153846,30.1,5,3.0,punctuality,0.3312,1.0,0,1.1538461538461537,0.5384615384615384
R095,0.0,0.0,126.5,0.0,0,0,0.18446874999999996,30.1,2,6.0,accessibility,0.389,2.0,0,1.0,0.375
R096,0.0,0.0,126.5,0.0,0,0,0.19129411764705878,30.1,2,6.0,comfort,0.388,3.0,0,0.9411764705882353,0.35294117647058826
R097,0.0,0.0,118.0,0.0,0,0,0.22252777777777777,27.1,1,2.0,punctuality,0.4,5.0,1,1.0,0.4444444444444444
R098,0.0,0.0,118.0,0.0,0,0,0.22575833333333334,27.1,2,2.0,accessibility,0.3828,4.0,1,0.9,0.4
R099,0.0,0.0,77.2,0.0,0,0,0.29478787878787877,30.1,3,1.0,comfort,0.3558,3.0,0,1.3636363636363635,0.5454545454545454
R100,0.0,0.0,77.2,0.0,0,0,0.28693939393939394,30.1,3,1.0,punctuality,0.357,2.0,0,1.0909090909090908,0.45454545454545453
R101,0.0,0.0,77.2,0.0,0,0,0.17188095238095236,30.1,1,2.0,accessibility,0.4076,4.0,1,0.7857142857142857,0.35714285714285715
R102,0.0,0.0,118.0,0.0,0,0,0.20482777777777778,30.1,3,2.0,comfort,0.3693,1.0,0,1.2,0.5333333333333333
R103,0.0,0.0,175.0,0.0,0,0,0.2578333333333333,30.1,4,3.0,punctuality,0.3447,2.0,0,1.1333333333333333,0.5333333333333333
R104,0.0,0.0,175.0,0.0,0,0,0.2599569892473118,30.1,3,3.0,accessibility,0.361,3.0,0,1.064516129032258,0.4838709677419355
R105,0.0,0.0,126.5,0.0,0,0,0.22466666666666663,30.1,1,4.0,comfort,0.3996,3.0,0,1.625,0.625
R106,0.0,0.0,126.5,0.0,0,0,0.23309259259259255,30.1,1,4.0,punctuality,0.3984,5.0,1,1.4444444444444444,0.5555555555555556
R107,0.0,0.0,213.0,0.0,0,0,0.2731372549019607,30.1,1,3.0,accessibility,0.3924,4.0,1,0.8235294117647058,0.35294117647058826
R108,0.0,0.0,213.0,0.0,0,0,0.27677777777777773,30.1,3,3.0,comfort,0.3585,3.0,0,0.8888888888888888,0.3888888888888889
R109,0.0,0.0,91.8,0.0,0,0,0.3199166666666666,30.1,3,1.0,punctuality,0.352,1.0,0,2.125,0.875
R110,0.0,0.0,91.8,0.0,0,0,0.26033333333333336,30.1,2,1.0,accessibility,0.3776,5.0,1,1.25,0.5
R111,0.0,0.0,51.7,0.0,0,0,0.2682051282051282,30.1,4,4.0,comfort,0.3431,5.0,1,1.3461538461538463,0.6538461538461539
R112,0.0,0.0,51.7,0.0,0,0,0.25510897435897434,30.1,3,4.0,punctuality,0.3617,5.0,1,1.2692307692307692,0.6153846153846154
R113,0.0,0.0,65.8,0.0,0,0,0.16826666666666662,30.1,0,1.0,accessibility,0.4248,4.0,1,0.4,0.2
R114,0.0,0.0,126.5,0.0,0,0,0.31478,30.1,5,5.0,comfort,0.3194,1.0,0,1.56,0.64
R115,0.0,0.0,126.5,0.0,0,0,0.3142307692307692,30.1,5,5.0,punctuality,0.3195,2.0,0,1.5,0.6153846153846154
R116,0.0,0.0,42.5,0.0,0,0,0.3197083333333333,30.1,2,0.0,accessibility,0.3687,4.0,1,1.75,0.625
R117,0.0,0.0,42.5,0.0,0,0,0.3209444444444444,30.1,4,0.0,comfort,0.3352,1.0,0,1.8888888888888888,0.6666666666666666
R118,0.0,0.0,42.5,0.0,0,0,0.24202380952380947,30.1,3,1.0,punctuality,0.3637,4.0,1,1.7142857142857142,0.5714285714285714
R119,0.0,0.0,42.5,0.0,0,0,0.2322380952380952,30.1,0,1.0,accessibility,0.4152,5.0,1,1.2857142857142858,0.42857142857142855
R120,0.0,0.0,91.8,0.0,0,0,0.3163409090909091,30.1,6,4.0,comfort,0.3025,2.0,0,1.5909090909090908,0.6363636363636364
R121,0.0,0.0,91.8,0.0,0,0,0.32607246376811594,30.1,6,4.0,punctuality,0.3011,1.0,0,1.391304347826087,0.5652173913043478
R122,0.0,0.0,42.5,0.0,0,0,0.32918627450980387,30.1,2,3.0,accessibility,0.3673,2.0,0,1.411764705882353,0.5294117647058824
R123,0.0,0.0,53.5,0.0,0,0,0.3444019607843137,30.1,2,3.0,comfort,0.365,3.0,0,1.7058823529411764,0.6470588235294118
R124,0.0,0.0,94.8,0.0,0,0,0.3250061728395061,30.1,4,4.0,punctuality,0.3346,3.0,0,1.4074074074074074,0.5555555555555556
R125,0.0,0.0,94.8,0.0,0,0,0.31542592592592583,30.1,4,4.0,accessibility,0.336,1.5,0,1.2222222222222223,0.48148148148148145
R126,0.0,0.0,44.8,0.0,0,0,0.33825925925925926,30.1,4,0.0,comfort,0.3326,3.0,0,1.8888888888888888,0.7777777777777778
R127,0.0,0.0,44.8,0.0,0,0,0.3384166666666667,30.1,4,0.0,punctuality,0.3326,1.0,0,1.9,0.8
R128,0.0,0.0,77.2,0.0,0,0,0.3283095238095238,30.1,1,1.0,accessibility,0.3841,3.0,0,1.8571428571428572,0.7142857142857143
R129,0.0,0.0,77.2,0.0,0,0,0.31647916666666664,30.1,2,1.0,comfort,0.3692,5.0,1,1.625,0.625
R130,0.0,0.0,91.8,0.0,0,0,0.2150462962962963,30.1,3,3.0,punctuality,0.3677,3.0,0,1.5,0.5555555555555556
R131,0.0,0.0,91.8,0.0,0,0,0.2195438596491228,30.1,3,3.0,accessibility,0.3671,2.0,0,1.4210526315789473,0.5263157894736842
R132,0.0,0.0,107.5,0.0,0,0,0.12087254901960781,30.1,2,4.0,comfort,0.3985,3.0,0,0.5294117647058824,0.29411764705882354
R133,0.0,0.0,213.0,0.0,0,0,0.3080925925925926,30.1,1,3.0,punctuality,0.3871,4.5,1,1.3333333333333333,0.5555555555555556
R134,0.0,0.0,213.0,0.0,0,0,0.29372222222222216,30.1,3,3.0,accessibility,0.3559,2.0,0,1.0555555555555556,0.4444444444444444
R135,0.0,0.0,77.2,0.0,0,0,0.24681666666666666,30.1,4,1.0,comfort,0.3463,1.0,0,1.5333333333333334,0.6
R136,0.0,0.0,51.7,0.0,0,0,0.25366111111111106,30.1,2,1.0,punctuality,0.3786,3.0,0,1.7333333333333334,0.6666666666666666
R137,0.0,0.0,94.8,0.0,0,0,0.2775555555555556,30.0,2,3.0,accessibility,0.375,3.0,0,1.4,0.5333333333333333
R138,0.0,0.0,94.8,0.0,0,0,0.27539583333333334,30.0,2,3.0,comfort,0.3754,3.0,0,1.3125,0.5
R139,0.0,0.0,122.0,0.0,0,0,0.1659833333333333,27.1,1,2.0,punctuality,0.4084,4.0,1,1.0,0.5
R140,0.0,0.0,126.5,0.0,0,0,0.191037037037037,30.0,0,5.0,accessibility,0.4213,4.0,1,1.4444444444444444,0.5555555555555556
R141,0.0,0.0,126.5,0.0,0,0,0.20198333333333332,30.0,0,5.0,comfort,0.4197,5.0,1,1.3,0.5
R142,0.0,0.0,91.8,0.0,0,0,0.19938333333333333,30.1,4,3.0,punctuality,0.3534,1.0,0,1.9,0.7
R143,0.0,0.0,91.8,0.0,0,0,0.18723333333333333,30.1,5,3.0,accessibility,0.3386,1.5,0,1.9,0.7
R144,0.0,0.0,77.2,0.0,0,0,0.33476041666666667,30.1,4,1.0,comfort,0.3331,5.0,1,1.5625,0.625
R145,0.0,0.0,77.2,0.0,0,0,0.3350588235294117,30.1,6,1.0,punctuality,0.2997,2.0,0,1.588235294117647,0.6470588235294118
R146,0.0,0.0,51.7,0.0,0,0,0.24851960784313723,30.1,3,2.0,accessibility,0.3627,3.0,0,1.411764705882353,0.5882352941176471
R147,0.0,0.0,77.2,0.0,0,0,0.24248039215686276,30.1,3,2.0,comfort,0.3636,3.0,0,1.2352941176470589,0.5294117647058824
R148,0.0,0.0,94.8,0.0,0,0,0.22732499999999994,30.1,5,4.0,punctuality,0.3326,4.0,1,1.45,0.55
R149,0.0,0.0,94.8,0.0,0,0,0.22364999999999996,30.0,2,4.0,accessibility,0.3831,1.0,0,1.45,0.55
R150,0.0,0.0,189.0,0.0,0,0,0.20631578947368415,30.1,1,8.0,comfort,0.4024,4.0,1,1.631578947368421,0.6842105263157895
R151,0.0,0.0,189.0,0.0,0,0,0.21102499999999996,30.1,1,8.0,punctuality,0.4017,3.0,0,1.55,0.65
R152,0.0,0.0,42.5,0.0,0,0,0.2254285714285714,30.1,2,1.0,accessibility,0.3829,3.0,0,0.8571428571428571,0.35714285714285715
R153,0.0,0.0,42.5,0.0,0,0,0.22087777777777776,30.1,4,1.0,comfort,0.3502,1.0,0,0.6666666666666666,0.26666666666666666
R154,0.0,0.0,42.5,0.0,0,0,0.19146666666666662,30.0,1,1.0,punctuality,0.4046,5.0,1,1.8,0.6
R155,0.0,0.0,42.5,0.0,0,0,0.1895,30.0,2,1.0,accessibility,0.3882,4.0,1,1.625,0.625
R156,0.0,0.0,42.5,0.0,0,0,0.311462962962963,30.1,2,2.0,comfort,0.3699,3.0,0,0.4444444444444444,0.2222222222222222
R157,0.0,0.0,42.5,0.0,0,0,0.32206944444444446,30.1,1,2.0,punctuality,0.385,5.0,1,0.75,0.3333333333333333
R158,0.0,0.0,125.0,0.0,0,0,0.2659425287356322,30.1,4,3.0,accessibility,0.3434,2.5,0,1.1379310344827587,0.5172413793103449
R159,0.0,0.0,125.0,0.0,0,0,0.2678666666666666,30.1,3,3.0,comfort,0.3598,1.0,0,1.0666666666666667,0.4666666666666667
R160,0.0,0.0,126.5,0.0,0,0,0.26526041666666667,30.1,3,5.0,punctuality,0.3602,3.0,0,1.5,0.625
R161,0.0,0.0,126.5,0.0,0,0,0.23546874999999998,30.1,2,5.0,accessibility,0.3813,4.0,1,1.0625,0.4375
R162,0.0,0.0,118.0,0.0,0,0,0.18301785714285712,27.1,1,4.0,comfort,0.4059,4.0,1,1.0714285714285714,0.42857142857142855
R163,0.0,0.0,118.0,0.0,0,0,0.17368333333333333,27.1,1,4.0,punctuality,0.4073,4.5,1,1.0,0.4
R164,0.0,0.0,118.0,0.0,0,0,0.27954411764705883,30.1,3,2.0,accessibility,0.3581,2.0,0,1.588235294117647,0.6470588235294118
R165,0.0,0.0,118.0,0.0,0,0,0.2595147058823529,30.1,4,2.0,comfort,0.3444,3.0,0,1.4705882352941178,0.5882352941176471
R166,0.0,0.0,118.0,0.0,0,0,0.11552083333333331,27.1,0,1.0,punctuality,0.4327,1.0,0,0.5,0.375
R167,0.0,0.0,42.5,0.0,0,0,0.2400555555555555,30.0,1,2.0,accessibility,0.3973,4.0,1,0.6666666666666666,0.2222222222222222
R168,0.0,0.0,76.8,0.0,0,0,0.22507666666666665,30.1,3,4.0,comfort,0.3662,3.0,0,1.32,0.56
R169,0.0,0.0,77.2,0.0,0,0,0.22096999999999997,30.1,5,4.0,punctuality,0.3335,3.0,0,1.2,0.52
R170,0.0,0.0,42.5,0.0,0,0,0.30166666666666664,30.1,0,4.0,accessibility,0.4047,5.0,1,1.0,0.5
R171,0.0,0.0,42.5,0.0,0,0,0.3042111111111111,30.1,3,4.0,comfort,0.3544,3.0,0,1.0666666666666667,0.5333333333333333
R172,0.0,0.0,42.5,0.0,0,0,0.18197222222222217,30.0,0,1.0,punctuality,0.4227,5.0,1,0.8333333333333334,0.3333333333333333
R173,0.0,0.0,118.0,0.0,0,0,0.11099999999999999,30.1,2,1.0,accessibility,0.4,2.0,0,1.1111111111111112,0.5555555555555556
R174,0.0,0.0,42.5,0.0,0,0,0.36229761904761915,30.1,2,3.0,comfort,0.3623,2.0,0,1.2857142857142858,0.5
R175,0.0,0.0,42.5,0.0,0,0,0.3556333333333334,30.1,1,3.0,punctuality,0.38,5.0,1,1.2,0.4666666666666667
R176,0.0,0.0,189.0,0.0,0,0,0.24302898550724636,30.1,4,8.0,accessibility,0.3469,3.0,0,1.8695652173913044,0.7391304347826086
R177,0.0,0.0,189.0,0.0,0,0,0.22855072463768114,30.1,1,8.0,comfort,0.3991,3.0,0,1.826086956521739,0.7391304347826086
R178,0.0,0.0,42.5,0.0,0,0,0.3386,30.1,3,1.0,punctuality,0.3492,5.0,1,2.0,0.75
R179,0.0,0.0,42.5,0.0,0,0,0.3705454545454545,30.1,4,1.0,accessibility,0.3278,3.0,0,2.2222222222222223,0.8888888888888888
R180,0.0,0.0,91.8,0.0,0,0,0.305625,30.1,5,3.0,comfort,0.3208,2.0,0,2.25,0.9166666666666666
R181,0.0,0.0,91.8,0.0,0,0,0.277875,30.1,2,3.0,punctuality,0.375,3.0,0,2.1666666666666665,0.9166666666666666
R182,0.0,0.0,42.5,0.0,0,0,0.3256363636363636,30.1,2,3.0,accessibility,0.3678,2.0,0,1.5454545454545454,0.6363636363636364
R183,0.0,0.0,42.5,0.0,0,0,0.32681944444444444,30.1,4,3.0,comfort,0.3343,3.0,0,1.5833333333333333,0.6666666666666666
R184,0.0,0.0,126.5,0.0,0,0,0.2652333333333333,30.1,1,4.0,punctuality,0.3935,4.0,1,2.0,0.8
R185,0.0,0.0,126.5,0.0,0,0,0.2684393939393939,30.1,1,4.0,accessibility,0.3931,3.0,0,1.8181818181818181,0.7272727272727273
R186,0.0,0.0,42.5,0.0,0,0,0.23269047619047617,27.1,0,1.0,comfort,0.4151,4.0,1,1.0,0.42857142857142855
R187,0.0,0.0,42.5,0.0,0,0,0.20897916666666666,27.1,1,1.0,punctuality,0.402,5.0,1,0.875,0.375
R188,0.0,0.0,51.7,0.0,0,0,0.2799027777777778,30.1,3,1.0,accessibility,0.358,3.0,0,1.6666666666666667,0.6666666666666666
R189,0.0,0.0,51.7,0.0,0,0,0.29179166666666667,30.1,2,1.0,comfort,0.3729,4.0,1,1.75,0.6666666666666666
R190,0.0,0.0,65.8,0.0,0,0,0.19309523809523807,30.1,2,4.0,punctuality,0.3877,4.0,1,0.38095238095238093,0.19047619047619047
R191,0.0,0.0,77.2,0.0,0,0,0.20661538461538462,30.1,3,4.0,accessibility,0.369,3.0,0,0.5769230769230769,0.2692307692307692
R192,0.0,0.0,189.0,0.0,0,0,0.1495289855072463,30.1,3,5.0,comfort,0.3776,2.0,0,0.8695652173913043,0.43478260869565216
R193,0.0,0.0,189.0,0.0,0,0,0.18109333333333333,30.1,2,6.0,punctuality,0.3895,3.0,0,0.96,0.44
